prowas_code,prowas_desc,cpt,cpt text,ccs,CCS Label
9.46,Transcatheter renal sympathetic denervation,0339T,Transcatheter renal sympathetic denervation; percutaneous approach including arterial puncture; selective catheter placement(s) renal artery(ies); fluoroscopy; contrast injection(s); intraprocedural roadmapping and radiological supervision and interpretation; including pressure gradient measurements; flush aortogram and diagnostic renal angiography when performed; bilateral,9,Other OR therapeutic nervous system procedures
10.1,partial,60210,Partial thyroid lobectomy; unilateral; with or without isthmusectomy,10,"Thyroidectomy, partial or complete"
10.1,partial,60212,Partial thyroid lobectomy; unilateral; with contralateral subtotal lobectomy; including isthmusectomy,10,"Thyroidectomy, partial or complete"
10.2,total,60220,Total thyroid lobectomy; unilateral; with or without isthmusectomy,10,"Thyroidectomy, partial or complete"
10.2,total,60225,Total thyroid lobectomy; unilateral; with contralateral subtotal lobectomy; including isthmusectomy,10,"Thyroidectomy, partial or complete"
10.2,total,60240,Thyroidectomy; total or complete,10,"Thyroidectomy, partial or complete"
10.1,partial,60245,[EXPIRED]-Thyroidectomy; subtotal or partial;,10,"Thyroidectomy, partial or complete"
10.3,malignancy,60252,Thyroidectomy; total or subtotal for malignancy; with limited neck dissection,10,"Thyroidectomy, partial or complete"
10.3,malignancy,60254,Thyroidectomy; total or subtotal for malignancy; with radical neck dissection,10,"Thyroidectomy, partial or complete"
10.2,total,60260,Thyroidectomy; removal of all remaining thyroid tissue following previous removal of a portion of thyroid,10,"Thyroidectomy, partial or complete"
10.2,total,60270,Thyroidectomy; including substernal thyroid; sternal split or transthoracic approach,10,"Thyroidectomy, partial or complete"
10.2,total,60271,Thyroidectomy; including substernal thyroid; cervical approach,10,"Thyroidectomy, partial or complete"
11.1,biopsy thyroid,60100,Biopsy thyroid; percutaneous core needle,11,Diagnostic endocrine procedures
11.2,glucose monitoring,95250,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor for a minimum of 72 hours; sensor placement; hook-up; calibration of monitor; patient training; removal of sensor; and printout of recording,11,Diagnostic endocrine procedures
11.2,glucose monitoring,95251,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor for a minimum of 72 hours; interpretation and report,11,Diagnostic endocrine procedures
12.9,thoracoscopy,32673,Thoracoscopy; surgical; with resection of thymus; unilateral or bilateral,12,Other therapeutic endocrine procedures
12.3,drainage,60000,Incision and drainage of thyroglossal duct cyst; infected,12,Other therapeutic endocrine procedures
12.12,thyroid,60001,[EXPIRED]-Aspirate/inject thyriod,12,Other therapeutic endocrine procedures
12.4,excision,60200,Excision of cyst or adenoma of thyroid; or transection of isthmus,12,Other therapeutic endocrine procedures
12.4,excision,60280,Excision of thyroglossal duct cyst or sinus,12,Other therapeutic endocrine procedures
12.4,excision,60281,Excision of thyroglossal duct cyst or sinus; recurrent,12,Other therapeutic endocrine procedures
12.12,thyroid,60300,Aspiration and/or injection; thyroid cyst,12,Other therapeutic endocrine procedures
12.7,parathyroid,60500,Parathyroidectomy or exploration of parathyroid(s),12,Other therapeutic endocrine procedures
12.7,parathyroid,60502,Parathyroidectomy or exploration of parathyroid(s); re-exploration,12,Other therapeutic endocrine procedures
12.7,parathyroid,60505,Parathyroidectomy or exploration of parathyroid(s); with mediastinal exploration; sternal split or transthoracic approach,12,Other therapeutic endocrine procedures
12.7,parathyroid,60512,Parathyroid autotransplantation (List separately in addition to code for primary procedure),12,Other therapeutic endocrine procedures
12.11,thymectomy,60520,Thymectomy; partial or total; transcervical approach (separate procedure),12,Other therapeutic endocrine procedures
12.11,thymectomy,60521,Thymectomy; partial or total; sternal split or transthoracic approach; without radical mediastinal dissection (separate procedure),12,Other therapeutic endocrine procedures
12.11,thymectomy,60522,Thymectomy; partial or total; sternal split or transthoracic approach; with radical mediastinal dissection (separate procedure),12,Other therapeutic endocrine procedures
12.1,adrenalectomy,60540,Adrenalectomy; partial or complete; or exploration of adrenal gland with or without biopsy; transabdominal; lumbar or dorsal (separate procedure),12,Other therapeutic endocrine procedures
12.1,adrenalectomy,60545,Adrenalectomy; partial or complete; or exploration of adrenal gland with or without biopsy; transabdominal; lumbar or dorsal (separate procedure); with excision of adjacent retroperitoneal tumor,12,Other therapeutic endocrine procedures
12.5,laparoscopy,60650,Laparoscopy; surgical; with adrenalectomy; partial or complete; or exploration of adrenal gland with or without biopsy; transabdominal; lumbar or dorsal,12,Other therapeutic endocrine procedures
12.13,unlisted,60659,Unlisted laparoscopy procedure; endocrine system,12,Other therapeutic endocrine procedures
12.13,unlisted,60699,Unlisted procedure; endocrine system,12,Other therapeutic endocrine procedures
12.2,craniotomy,61546,Craniotomy for hypophysectomy or excision of pituitary tumor; intracranial approach,12,Other therapeutic endocrine procedures
12.4,excision,61548,Hypophysectomy or excision of pituitary tumor; transnasal or transseptal approach; nonstereotactic,12,Other therapeutic endocrine procedures
12.6,neuroendoscopy,62165,Neuroendoscopy; intracranial; with excision of pituitary tumor; transnasal or trans-sphenoidal approach,12,Other therapeutic endocrine procedures
12.12,thyroid,79000,[EXPIRED]-Init hyperthyroid therap,12,Other therapeutic endocrine procedures
12.12,thyroid,79001,[EXPIRED]-Repeat hyperthyroid ther,12,Other therapeutic endocrine procedures
12.8,radiopharm,79005,Radiopharmaceutical therapy; by oral administration,12,Other therapeutic endocrine procedures
12.12,thyroid,79020,[EXPIRED]-Thyroid ablation,12,Other therapeutic endocrine procedures
13.1,keratoplasty,65710,Keratoplasty (corneal transplant); anterior lamellar,13,Corneal transplant
13.1,keratoplasty,65730,Keratoplasty (corneal transplant); penetrating (except in aphakia or pseudophakia),13,Corneal transplant
13.1,keratoplasty,65750,Keratoplasty (corneal transplant); penetrating (in aphakia),13,Corneal transplant
13.1,keratoplasty,65755,Keratoplasty (corneal transplant); penetrating (in pseudophakia),13,Corneal transplant
13.1,keratoplasty,65756,Keratoplasty (corneal transplant); endothelial,13,Corneal transplant
13.2,prep,65757,Backbench preparation of corneal endothelial allograft prior to transplantation (List separately in addition to code for primary procedure),13,Corneal transplant
13.2,prep,0289T,Corneal incisions in the donor cornea created using a laser; in preparation for penetrating or lamellar keratoplasty (List separately in addition to code for primary procedure),13,Corneal transplant
13.2,prep,0290T,Corneal incisions in the recipient cornea created using a laser; in preparation for penetrating or lamellar keratoplasty (List separately in addition to code for primary procedure),13,Corneal transplant
14.4,goniotomy,65820,Goniotomy,14,Glaucoma procedures
14.6,laser,65850,Trabeculotomy ab externo,14,Glaucoma procedures
14.6,laser,65855,Trabeculoplasty by laser surgery; 1 or more sessions (defined treatment series),14,Glaucoma procedures
14.3,fistulization,66150,Fistulization of sclera for glaucoma; trephination with iridectomy,14,Glaucoma procedures
14.3,fistulization,66155,Fistulization of sclera for glaucoma; thermocauterization with iridectomy,14,Glaucoma procedures
14.3,fistulization,66160,Fistulization of sclera for glaucoma; sclerectomy with punch or scissors; with iridectomy,14,Glaucoma procedures
14.3,fistulization,66165,[EXPIRED]-Fistulization of sclera for glaucoma; iridencleisis or iridotasis,14,Glaucoma procedures
14.3,fistulization,66170,Fistulization of sclera for glaucoma; trabeculectomy ab externo in absence of previous surgery,14,Glaucoma procedures
14.3,fistulization,66172,Fistulization of sclera for glaucoma; trabeculectomy ab externo with scarring from previous ocular surgery or trauma (includes injection of antifibrotic agents),14,Glaucoma procedures
14.7,transluminal dilation,66174,Transluminal dilation of aqueous outflow canal; without retention of device or stent,14,Glaucoma procedures
14.7,transluminal dilation,66175,Transluminal dilation of aqueous outflow canal; with retention of device or stent,14,Glaucoma procedures
14.1,aqueous shunt,66179,Aqueous shunt to extraocular equatorial plate reservoir; external approach; without graft,14,Glaucoma procedures
14.1,aqueous shunt,66180,Aqueous shunt to extraocular equatorial plate reservoir; external approach; with graft,14,Glaucoma procedures
14.5,insertion,66183,Insertion of anterior segment aqueous drainage device; without extraocular reservoir; external approach,14,Glaucoma procedures
14.1,aqueous shunt,66184,Revision of aqueous shunt to extraocular equatorial plate reservoir; without graft,14,Glaucoma procedures
14.1,aqueous shunt,66185,Revision of aqueous shunt to extraocular equatorial plate reservoir; with graft,14,Glaucoma procedures
14.2,ciliary destruction,66700,Ciliary body destruction; diathermy,14,Glaucoma procedures
14.2,ciliary destruction,66702,[EXPIRED]-Ciliary body destruction; any method (eg; diathermy; cryotherapy; laser; dialysis),14,Glaucoma procedures
14.2,ciliary destruction,66710,Ciliary body destruction; cyclophotocoagulation; transscleral,14,Glaucoma procedures
14.2,ciliary destruction,66711,Ciliary body destruction; cyclophotocoagulation; endoscopic,14,Glaucoma procedures
14.2,ciliary destruction,66720,Ciliary body destruction; cryotherapy,14,Glaucoma procedures
14.2,ciliary destruction,66740,Ciliary body destruction; cyclodialysis,14,Glaucoma procedures
14.6,laser,66761,Iridotomy/iridectomy by laser surgery (eg; for glaucoma) (per session),14,Glaucoma procedures
14.3,fistulization,0123T,Fistulization of sclera for glaucoma; through ciliary body,14,Glaucoma procedures
14.7,transluminal dilation,0176T,[EXPIRED]-Transluminal dilation of aqueous outflow canal; without retention of device or stent,14,Glaucoma procedures
14.7,transluminal dilation,0177T,[EXPIRED]-Transluminal dilation of aqueous outflow canal; with retention of device or stent,14,Glaucoma procedures
14.5,insertion,0191T,Insertion of anterior segment aqueous drainage device; without extraocular reservoir; internal approach; into the trabecular meshwork; initial insertion,14,Glaucoma procedures
14.5,insertion,0192T,[EXPIRED]-Insertion of anterior segment aqueous drainage device; without extraocular reservoir; external approach,14,Glaucoma procedures
14.5,insertion,0253T,Insertion of anterior segment aqueous drainage device; without extraocular reservoir; internal approach; into the suprachoroidal space,14,Glaucoma procedures
15.1,"Removal of implant, eye",65920,Removal of implanted material; anterior segment of eye,15,Lens and cataract procedures
15.2,Discission or removal of cataract,66820,Discission of secondary membranous cataract (opacified posterior lens capsule and/or anterior hyaloid); stab incision technique (Ziegler or Wheeler knife),15,Lens and cataract procedures
15.2,Discission or removal of cataract,66821,Discission of secondary membranous cataract (opacified posterior lens capsule and/or anterior hyaloid); laser surgery (eg; YAG laser) (1 or more stages),15,Lens and cataract procedures
15.3,Removal of lens material,66825,Repositioning of intraocular lens prosthesis; requiring an incision (separate procedure),15,Lens and cataract procedures
15.2,Discission or removal of cataract,66830,Removal of secondary membranous cataract (opacified posterior lens capsule and/or anterior hyaloid) with corneo-scleral section; with or without iridectomy (iridocapsulotomy; iridocapsulectomy),15,Lens and cataract procedures
15.3,Removal of lens material,66840,Removal of lens material; aspiration technique; 1 or more stages,15,Lens and cataract procedures
15.3,Removal of lens material,66850,Removal of lens material; phacofragmentation technique (mechanical or ultrasonic) (eg; phacoemulsification); with aspiration,15,Lens and cataract procedures
15.3,Removal of lens material,66852,Removal of lens material; pars plana approach; with or without vitrectomy,15,Lens and cataract procedures
15.3,Removal of lens material,66920,Removal of lens material; intracapsular,15,Lens and cataract procedures
15.3,Removal of lens material,66930,Removal of lens material; intracapsular; for dislocated lens,15,Lens and cataract procedures
15.3,Removal of lens material,66940,Removal of lens material; extracapsular (other than 66840; 66850; 66852),15,Lens and cataract procedures
15.2,Discission or removal of cataract,66982,Removal of cataract with insertion of lens,15,Lens and cataract procedures
15.2,Discission or removal of cataract,66983,Intracapsular cataract extraction with insertion of intraocular lens prosthesis (1 stage procedure),15,Lens and cataract procedures
15.2,Discission or removal of cataract,66984,Extracapsular cataract removal with insertion of intraocular lens prosthesis (1 stage procedure); manual or mechanical technique (eg; irrigation and aspiration or phacoemulsification),15,Lens and cataract procedures
15.4,Insertion or exchange of lens,66985,Insertion of intraocular lens prosthesis (secondary implant); not associated with concurrent cataract removal,15,Lens and cataract procedures
15.4,Insertion or exchange of lens,66986,Exchange of intraocular lens,15,Lens and cataract procedures
15.5,Insertion of ocular telescope prosthesis,0308T,Insertion of ocular telescope prosthesis including removal of crystalline lens,15,Lens and cataract procedures
16.1,virectomy,67039,Vitrectomy; mechanical; pars plana approach; with focal endolaser photocoagulation,16,"Repair of retinal tear, detachment"
16.1,virectomy,67040,Vitrectomy; mechanical; pars plana approach; with endolaser panretinal photocoagulation,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67101,Repair of retinal detachment; 1 or more sessions; cryotherapy or diathermy; with or without drainage of subretinal fluid,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67105,Repair of retinal detachment; 1 or more sessions; photocoagulation; with or without drainage of subretinal fluid,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67107,Repair of retinal detachment; scleral buckling (such as lamellar scleral dissection; imbrication or encircling procedure); with or without implant; with or without cryotherapy; photocoagulation; and drainage of subretinal fluid,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67108,Repair of retinal detachment; with vitrectomy; any method; with or without air or gas tamponade; focal endolaser photocoagulation; cryotherapy; drainage of subretinal fluid; scleral buckling; and/or removal of lens by same technique,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67109,[EXPIRED]-Repair of retinal detachment; one or more sessions; by technique other than 6710,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67110,Repair of retinal detachment; by injection of air or other gas (eg; pneumatic retinopexy),16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67112,Repair of retinal detachment; by scleral buckling or vitrectomy; on patient having previous ipsilateral retinal detachment repair(s) using scleral buckling or vitrectomy techniques,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67113,Repair of retinal detachment with vitrectomy and membrane peeling,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67141,Prophylaxis of retinal detachment (eg; retinal break; lattice degeneration) without drainage; 1 or more sessions; cryotherapy; diathermy,16,"Repair of retinal tear, detachment"
16.2,retinal detachment,67145,Prophylaxis of retinal detachment (eg; retinal break; lattice degeneration) without drainage; 1 or more sessions; photocoagulation (laser or xenon arc),16,"Repair of retinal tear, detachment"
16.1,virectomy,0173T,[EXPIRED]-Monitoring of intraocular pressure during vitrectomy surgery (list separately in addition to code for primary procedure),16,"Repair of retinal tear, detachment"
17.1,localized lesion,67208,Destruction of localized lesion of retina (eg; macular edema; tumors); 1 or more sessions; cryotherapy; diathermy,17,Destruction of lesion of retina and choroid
17.1,localized lesion,67210,Destruction of localized lesion of retina (eg; macular edema; tumors); 1 or more sessions; photocoagulation,17,Destruction of lesion of retina and choroid
17.1,localized lesion,67218,Destruction of localized lesion of retina (eg; macular edema; tumors); 1 or more sessions; radiation by implantation of source (includes removal of source),17,Destruction of lesion of retina and choroid
17.1,localized lesion,67220,Destruction of localized lesion of choroid (eg; choroidal neovascularization); photocoagulation (eg; laser); 1 or more sessions,17,Destruction of lesion of retina and choroid
17.1,localized lesion,67221,Destruction of localized lesion of choroid (eg; choroidal neovascularization); photodynamic therapy (includes intravenous infusion),17,Destruction of lesion of retina and choroid
17.1,localized lesion,67225,Destruction of localized lesion of choroid (eg; choroidal neovascularization); photodynamic therapy; second eye; at single session (List separately in addition to code for primary eye treatment),17,Destruction of lesion of retina and choroid
17.2,extensive retinopathy,67227,Destruction of extensive or progressive retinopathy (eg; diabetic retinopathy); 1 or more sessions; cryotherapy; diathermy,17,Destruction of lesion of retina and choroid
17.2,extensive retinopathy,67228,Treatment of extensive or progressive retinopathy; 1 or more sessions; (eg; diabetic retinopathy); photocoagulation,17,Destruction of lesion of retina and choroid
17.2,extensive retinopathy,67229,Treatment of extensive or progressive retinopathy; 1 or more sessions; preterm infant (less than 37 weeks gestation at birth); performed from birth up to 1 year of age (eg; retinopathy of prematurity); photocoagulation or cryotherapy,17,Destruction of lesion of retina and choroid
17.1,localized lesion,0016T,[EXPIRED]-Destruction of localized lesion of choroid (eg; choroidal neovascularization); transpupillary thermotherapy,17,Destruction of lesion of retina and choroid
17.3,macular drusen,0017T,[EXPIRED]-Destruction of macular drusen; photocoagulation,17,Destruction of lesion of retina and choroid
18.1,"Diagnostic procedure, orbit",61332,Exploration of orbit (transcranial approach); with biopsy,18,Diagnostic procedures on eye
18.2,"Diagnostic procedure, cornea",65410,Biopsy of cornea,18,Diagnostic procedures on eye
18.2,"Diagnostic procedure, cornea",65430,Scraping of cornea; diagnostic; for smear and/or culture,18,Diagnostic procedures on eye
18.3,"Diagnostic procedure, eye",65800,Paracentesis of anterior chamber of eye (separate procedure); with removal of aqueous,18,Diagnostic procedures on eye
18.4,"Diagnostic procedure, eye muscle",67346,Biopsy of extraocular muscle,18,Diagnostic procedures on eye
18.4,"Diagnostic procedure, eye muscle",67350,[EXPIRED]-Biopsy eye muscle,18,Diagnostic procedures on eye
18.1,"Diagnostic procedure, orbit",67400,Orbitotomy without bone flap (frontal or transconjunctival approach); for exploration; with or without biopsy,18,Diagnostic procedures on eye
18.1,"Diagnostic procedure, orbit",67415,Fine needle aspiration of orbital contents,18,Diagnostic procedures on eye
18.1,"Diagnostic procedure, orbit",67450,Orbitotomy with bone flap or window; lateral approach (eg; Kroenlein); for exploration; with or without biopsy,18,Diagnostic procedures on eye
18.5,"Diagnostic procedure, eye lid",67810,Incisional biopsy of eyelid skin including lid margin,18,Diagnostic procedures on eye
18.5,"Diagnostic procedure, eye lid",68100,Biopsy of conjunctiva,18,Diagnostic procedures on eye
18.6,"Diagnostic procedure, lachrymal gland",68510,Biopsy of lacrimal gland,18,Diagnostic procedures on eye
18.6,"Diagnostic procedure, lachrymal gland",68525,Biopsy of lacrimal sac,18,Diagnostic procedures on eye
18.2,"Diagnostic procedure, cornea",92145,Corneal hysteresis determination; by air impulse stimulation; unilateral or bilateral; with interpretation and report,18,Diagnostic procedures on eye
18.2,"Diagnostic procedure, cornea",0181T,[EXPIRED]-Corneal hysteresis determination; by air impulse stimulation; bilateral; with interpretation and report,18,Diagnostic procedures on eye
18.7,Ophthalmic imaging,0187T,[EXPIRED]-Scanning computerized ophthalmic diagnostic imaging; anterior segment; with interpretation and report; unilateral,18,Diagnostic procedures on eye
18.3,"Diagnostic procedure, eye",0329T,Monitoring of intraocular pressure for 24 hours or longer; unilateral or bilateral; with interpretation and report,18,Diagnostic procedures on eye
18.8,Tear film imaging,0330T,Tear film imaging; unilateral or bilateral; with interpretation and report,18,Diagnostic procedures on eye
19.1,Complex repair of eye lids,13150,[EXPIRED]-Repair; complex; eyelids; nose; ears and/or lips; 1.0 cm or less,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.1,Complex repair of eye lids,13151,Repair; complex; eyelids; nose; ears and/or lips; 1.1 cm to 2.5 cm,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.1,Complex repair of eye lids,13152,Repair; complex; eyelids; nose; ears and/or lips; 2.6 cm to 7.5 cm,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.1,Complex repair of eye lids,13153,Repair; complex; eyelids; nose; ears and/or lips; each additional 5 cm or less (List separately in addition to code for primary procedure),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.2,Blepharoplasty;,15820,Blepharoplasty; lower eyelid,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.2,Blepharoplasty;,15821,Blepharoplasty; lower eyelid; with extensive herniated fat pad,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.2,Blepharoplasty;,15822,Blepharoplasty; upper eyelid,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.2,Blepharoplasty;,15823,Blepharoplasty; upper eyelid; with excessive skin weighting down lid,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.3,Removal of foreign body,65210,Removal of foreign body; external eye; conjunctival embedded (includes concretions); subconjunctival; or scleral nonperforating,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.4,Repair of laceration,65270,Repair of laceration; conjunctiva; with or without nonperforating laceration sclera; direct closure,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.4,Repair of laceration,65272,Repair of laceration; conjunctiva; by mobilization and rearrangement; without hospitalization,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.4,Repair of laceration,65273,Repair of laceration; conjunctiva; by mobilization and rearrangement; with hospitalization,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.4,Repair of laceration,65275,Repair of laceration; cornea; nonperforating; with or without removal foreign body,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.4,Repair of laceration,65280,Repair of laceration; cornea and/or sclera; perforating; not involving uveal tissue,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.4,Repair of laceration,65285,Repair of laceration; cornea and/or sclera; perforating; with reposition or resection of uveal tissue,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.4,Repair of laceration,65286,Repair of laceration; application of tissue glue; wounds of cornea and/or sclera,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.5,Excision or transposition of lesion; cornea,65400,Excision of lesion; cornea (keratectomy; lamellar; partial); except pterygium,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.5,Excision or transposition of lesion; cornea,65420,Excision or transposition of pterygium; without graft,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.5,Excision or transposition of lesion; cornea,65426,Excision or transposition of pterygium; with graft,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.5,Excision or transposition of lesion; cornea,65435,Removal of corneal epithelium; with or without chemocauterization (abrasion; curettage),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.5,Excision or transposition of lesion; cornea,65436,Removal of corneal epithelium; with application of chelating agent (eg; EDTA),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.5,Excision or transposition of lesion; cornea,65450,Destruction of lesion of cornea by cryotherapy; photocoagulation or thermocauterization,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65600,Multiple punctures of anterior cornea (eg; for corneal erosion; tattoo),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65760,Keratomileusis,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65765,Keratophakia,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65767,Epikeratoplasty,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65770,Keratoprosthesis,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65771,Radial keratotomy,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65772,Corneal relaxing incision for correction of surgically induced astigmatism,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",65775,Corneal wedge resection for correction of surgically induced astigmatism,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.7,"Surgical procedure, ocular surface",65778,Placement of amniotic membrane on the ocular surface; without sutures,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.7,"Surgical procedure, ocular surface",65779,Placement of amniotic membrane on the ocular surface; single layer; sutured,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.8,"Surgical repair, eye",66250,Revision or repair of operative wound of anterior segment; any type; early or late; major or minor procedure,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.14,"Surgical procedure, eye lid",67700,Blepharotomy; drainage of abscess; eyelid,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.14,"Surgical procedure, eye lid",67710,Severing of tarsorrhaphy,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.9,"Surgical repair, orbit",67715,Canthotomy (separate procedure),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.11,Excision of chalazion,67800,Excision of chalazion; single,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.11,Excision of chalazion,67801,Excision of chalazion; multiple; same lid,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.11,Excision of chalazion,67805,Excision of chalazion; multiple; different lids,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.11,Excision of chalazion,67808,Excision of chalazion; under general anesthesia and/or requiring hospitalization; single or multiple,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.12,Correction of trichiasis,67820,Correction of trichiasis; epilation; by forceps only,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.12,Correction of trichiasis,67825,Correction of trichiasis; epilation by other than forceps (eg; by electrosurgery; cryotherapy; laser surgery),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.12,Correction of trichiasis,67830,Correction of trichiasis; incision of lid margin,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.12,Correction of trichiasis,67835,Correction of trichiasis; incision of lid margin; with free mucous membrane graft,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.14,"Surgical procedure, eye lid",67840,Excision of lesion of eyelid (except chalazion) without closure or with simple direct closure,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.14,"Surgical procedure, eye lid",67850,Destruction of lesion of lid margin (up to 1 cm),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.3,Suture eyelids,67875,Temporary closure of eyelids by suture (eg; Frost suture),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.3,Suture eyelids,67880,Construction of intermarginal adhesions; median tarsorrhaphy; or canthorrhaphy,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.3,Suture eyelids,67882,Construction of intermarginal adhesions; median tarsorrhaphy; or canthorrhaphy; with transposition of tarsal plate,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67900,Repair of brow ptosis (supraciliary; mid-forehead or coronal approach),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67901,Repair of blepharoptosis; frontalis muscle technique with suture or other material (eg; banked fascia),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67902,Repair of blepharoptosis; frontalis muscle technique with autologous fascial sling (includes obtaining fascia),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67903,Repair of blepharoptosis; (tarso) levator resection or advancement; internal approach,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67904,Repair of blepharoptosis; (tarso) levator resection or advancement; external approach,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67906,Repair of blepharoptosis; superior rectus technique with fascial sling (includes obtaining fascia),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67908,Repair of blepharoptosis; conjunctivo-tarso-Muller's muscle-levator resection (eg; Fasanella-Servat type),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67909,Reduction of overcorrection of ptosis,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67911,Correction of lid retraction,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67912,Correction of lagophthalmos; with implantation of upper eyelid lid load (eg; gold weight),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.15,"Repair, ectropion",67914,Repair of ectropion; suture,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.15,"Repair, ectropion",67915,Repair of ectropion; thermocauterization,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.15,"Repair, ectropion",67916,Repair of ectropion; excision tarsal wedge,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.15,"Repair, ectropion",67917,Repair of ectropion; extensive (eg; tarsal strip operations),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.15,"Repair, ectropion",67921,Repair of entropion; suture,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.15,"Repair, ectropion",67922,Repair of entropion; thermocauterization,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
